text,text_id,targets,spans,target_sentiments,categories,category_sentiments
I had fish and my husband had the filet - both of which exceeded our expectations.,TFS#10:5,"['fish', 'filet']","[[6, 10], [34, 39]]",,,
"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",TFS#10:6,"['pear torte', 'staff']","[[22, 32], [66, 71]]",,,
When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,TFS#10:7,['waitress'],"[[35, 43]]",,,
Not what I would expect for the price and prestige of this location.,TFS#10:8,['location'],"[[59, 67]]",,,
"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",TFS#10:9,"['restaurant', 'staff']","[[51, 61], [79, 84]]",,,
"short and sweet – seating is great:it's romantic,cozy and private.",Z#9:0,['seating'],"[[18, 25]]",,,
The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,Z#9:1,['boths'],"[[4, 9]]",,,
The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,Z#9:2,"['service', 'service button', 'waiter']","[[4, 11], [59, 73], [129, 135]]",,,
The food was ok and fair nothing to go crazy.,Z#9:3,['food'],"[[4, 8]]",,,
over.,Z#9:4,,,,,
Over all the looks of the place exceeds the actual meals.,Z#9:5,"['looks', 'meals']","[[13, 18], [51, 56]]",,,
So what you really end up paying for is the restaurant not the food.,Z#9:6,"['restaurant', 'food']","[[44, 54], [63, 67]]",,,
Will prob. not return but it is a great dinning experience to try atleast once.,Z#9:7,[],[],,,
Impressed...,NP#3:0,[],[],,,
Subtle food and service,NP#3:1,"['food', 'service']","[[7, 11], [16, 23]]",,,
Noodle pudding is exactly the type of service and food I enjoy.,NP#3:2,"['service', 'food']","[[38, 45], [50, 54]]",,,
"Servers are all different, Greg is my favorite.",NP#3:3,['Greg'],"[[27, 31]]",,,
"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",NP#3:4,['server'],"[[83, 89]]",,,
This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,NP#3:5,['runner'],"[[41, 47]]",,,
Prices are fair across the board for both food and bev.,NP#3:6,"['food', 'bev']","[[42, 46], [51, 54]]",,,
"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",NP#3:7,['servers'],"[[37, 44]]",,,
Restaurants in manhattan should try to model food and service after this place.,NP#3:8,,,,,
amazing fresh dogs but best of all endless toppings!!!,BHD#7:0,"['dogs', 'toppings']","[[14, 18], [43, 51]]",,,
this place had ALL the trimmings and i mean all.,BHD#7:1,['trimmings'],"[[23, 32]]",,,
"peppers, onions, relish, chilli, cheeses, you NAME it.",BHD#7:2,[],[],,,
amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,BHD#7:3,"['hot dog', 'place']","[[16, 23], [85, 90]]",,,
BEST DINING EXPERIENCE IN THE WEST VILLAGE!,CLF#5:0,[],[],,,
Stepping into Casa La Femme last night was a true experience unlike any other in New York!,CLF#5:1,['Casa La Femme'],"[[14, 27]]",,,
Highly impressed from the decor to the food to the hospitality to the great night I had!,CLF#5:2,"['decor', 'food']","[[26, 31], [39, 43]]",,,
The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,CLF#5:3,['cocktail with Citrus Vodka and lemon and lime juice and mint leaves'],"[[17, 84]]",,,
"Food took some time to prepare, all worth waiting for.",CLF#5:4,['Food'],"[[0, 4]]",,,
We were drawn into the belly dancing show that captivated the crowd.,CLF#5:5,['belly dancing show'],"[[23, 41]]",,,
I never write on these sites but this restaurant is def worth commending!,CLF#5:6,['restaurant'],"[[38, 48]]",,,
Great find in the West Village!,CLF#5:7,[],[],,,
Maggot in the food!,NP#4:0,['food'],"[[14, 18]]",,,
I've been wanting to go to this place forever and finally got a table.,NP#4:1,,,,,
"The menu looked great, and the waiter was very nice, but when the food came, it was average.",NP#4:2,"['menu', 'waiter', 'food']","[[4, 8], [31, 37], [66, 70]]",,,
"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",NP#4:3,['mushroom sauce'],"[[71, 85]]",,,
"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",NP#4:4,['manager'],"[[19, 26]]",,,
"When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.",NP#4:5,[],[],,,
"Yes, I ate the food, but I certainly would not have if I had seen the maggot before eating, and I was at this point fairly sick to my stomach.",NP#4:6,,,,,
"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",NP#4:7,['manager'],"[[4, 11]]",,,
We paid and left because we didn't feel like arguing any more.,NP#4:8,[],[],,,
"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",NP#4:9,['food'],"[[115, 119]]",,,
"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",NP#4:10,"['restaurant', 'customer service']","[[6, 16], [127, 143]]",,,
"A fairly late entry into the haute barnyard sweepstakes, Flatbush Farm isn't in the same league as the Blue Hills or even the Farm on Adderlys of the world, but it's pretty good, albeit with a somewhat dismal setting.",FF#1:0,,,,,
Unhygienic,P#6:0,[],[],,,
I do not recommend.,P#6:1,[],[],,,
I went there 2times .,P#6:2,,,,,
I got hair in my food 2 times of then !,P#6:3,['food'],"[[17, 21]]",,,
"Great place, great value.",BzG#2:0,['place'],"[[6, 11]]",,,
"The food is flavorful, plentiful and reasonably priced.",BzG#2:1,['food'],"[[4, 8]]",,,
The atmosphere is relaxed and casual.,BzG#2:2,['atmosphere'],"[[4, 14]]",,,
It's a great place to order from or sit-in.,BzG#2:3,['place'],"[[13, 18]]",,,
Awesome,TVU#4:0,[],[],,,
"Inexpensive, unassuming, great time!",TVU#4:1,[],[],,,
Sushi experience was unbelievable with my fiance.,Z#2:0,['Sushi'],"[[0, 5]]",,,
Try it!,Z#2:1,[],[],,,
Very pleased,Z#2:2,[],[],,,
Good creative rolls!,Y#9:0,['rolls'],"[[14, 19]]",,,
"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",Y#9:1,['Yamato'],"[[0, 6]]",,,
"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",Y#9:2,"['rolls', 'triple color and norwegetan rolls']","[[16, 21], [27, 60]]",,,
"One special roll and one regular roll is enough to fill you up, but save room for dessert!",Y#9:3,"['special roll', 'regular roll', 'dessert']","[[4, 16], [25, 37], [82, 89]]",,,
"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",Y#9:4,"['banana chocolate dessert', 'green tea tempura']","[[22, 46], [67, 84]]",,,
The appetizers are also delicious!,Y#9:5,['appetizers'],"[[4, 14]]",,,
Amazing food.,Z#5:0,['food'],"[[8, 12]]",,,
Mazing interior.,Z#5:1,['interior'],"[[7, 15]]",,,
Great food!,Z#5:2,['food'],"[[6, 10]]",,,
I've had my fair share of modern Japanese and this spot delivers.,Z#5:3,['modern Japanese'],"[[26, 41]]",,,
"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",Z#5:4,"['atmosphere', 'scheme of mirrors']","[[4, 14], [97, 114]]",,,
"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",Z#5:5,[],[],,,
Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,Z#5:6,"['mirrors', 'modern Japanese food']","[[22, 29], [63, 83]]",,,
Another review here claimed the pre-fix was $29/per person including sake but it is $55 per person not including sake.,Z#5:7,,,,,
"Indo Chinese food, pretty good...",TM#4:0,['Indo Chinese food'],"[[0, 17]]",,,
Not a very fancy place but very good Chinese style Indian food.,TM#4:1,"['place', 'Chinese style Indian food']","[[17, 22], [37, 62]]",,,
"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",TM#4:2,"['chicken lollipop', 'dishes', 'Chilli Chicken']","[[4, 20], [49, 55], [145, 159]]",,,
"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",TM#4:3,['food'],"[[85, 89]]",,,
Still we keep going back :),TM#4:4,[],[],,,
I was speechless by the horrible food.,TFS#11:0,['food'],"[[33, 37]]",,,
"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",TFS#11:1,['food'],"[[55, 59]]",,,
"Rather than eating the meat entree being offered, I requested a vegetarian dish.",TFS#11:2,,,,,
"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",TFS#11:3,"['vegetarian dish', 'chef']","[[22, 37], [43, 47]]",,,
"I was so stunned, and I left the dinner hungry and majorly disappointing.",TFS#11:4,[],[],,,
This place survives on reputation alone.,TFS#11:5,['place'],"[[5, 10]]",,,
I will NEVER return.,TFS#11:6,[],[],,,
Best In ALL of NYC,ADLT#10:0,[],[],,,
"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",ADLT#10:1,['restaurant'],"[[27, 37]]",,,
"for 7 years they have put out the most tasty, most delicious food and kept it that way...",ADLT#10:2,['food'],"[[61, 65]]",,,
"never swaying, never a bad meal, never bad service...",ADLT#10:3,"['meal', 'service']","[[27, 31], [43, 50]]",,,
I'm telling you...,ADLT#10:4,,,,,
you should travel from the Bronx to try it...,ADLT#10:5,[],[],,,
"great food, great wine list, great service in a great neighborhood...",ADLT#10:6,"['food', 'wine list', 'service', 'neighborhood']","[[6, 10], [18, 27], [35, 42], [54, 66]]",,,
so delicious!!!!!!,ADLT#10:7,[],[],,,
Patsy's Pizza = true love,PP#3:0,"[""Patsy's Pizza""]","[[0, 13]]",,,
Hands down the best pizza on the planet.,PP#3:1,['pizza'],"[[20, 25]]",,,
My bf and I go to the walk-up counter and order a pie.,PP#3:2,,,,,
"In about 12 minutes, the thing is gone.",PP#3:3,[],[],,,
Need I say more?,PP#3:4,,,,,
great hot dogs..,BHD#6:0,['hot dogs'],"[[6, 14]]",,,
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,BHD#6:1,['hot dogs'],"[[4, 12]]",,,
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,BHD#6:2,"['toppings', 'place']","[[6, 14], [28, 33]]",,,
great taste,TM#5:0,[],[],,,
"Great, original taste.",TM#5:1,[],[],,,
"For me dishes a little oily, but overall dining experience good.",TM#5:2,['dishes'],"[[7, 13]]",,,
Helpful service and average price per dish $10.,TM#5:3,"['service', 'dish']","[[8, 15], [38, 42]]",,,
The only thing that strikes you is the decor?(not very pleasant).,TM#5:4,['decor'],"[[39, 44]]",,,
great food,TM#6:0,['food'],"[[6, 10]]",,,
This place has great indian chinese food.,TM#6:1,['indian chinese food'],"[[21, 40]]",,,
The flavors are amazing and the value is phenomenal.,TM#6:2,[],[],,,
"Be prepared to wait, because the place is pretty tiny.",TM#6:3,['place'],"[[33, 38]]",,,
"Also, they do not take credit card so come with cash!",TM#6:4,[],[],,,
"Even though the place is not beautiful, the food speaks for itself.",TM#6:5,"['place', 'food']","[[16, 21], [44, 48]]",,,
"Best Indian Chinese in the city, by far!",TM#6:6,['Indian Chinese'],"[[5, 19]]",,,
AMAZING MY FAVORITE!!!,TVU#6:0,[],[],,,
I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,TVU#6:1,,,,,
"I came across Village Underground by accident, now I go there all the time.",TVU#6:2,['Village Underground'],"[[14, 33]]",,,
The martinis are amazing and very fairly priced.,TVU#6:3,['martinis'],"[[4, 12]]",,,
"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",TVU#6:4,"['SERVICE', 'waiters']","[[4, 11], [43, 50]]",,,
"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",TVU#6:5,['DJ'],"[[4, 6]]",,,
You can get a table without a reservation if you get there early I they don't make you by bottles.,TVU#6:6,[],[],,,
Which lets face it....at times it's a good thing.,TVU#6:7,[],[],,,
In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,TVU#6:8,[],[],,,
Highly recommended!,TVU#6:9,[],[],,,
"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",ADLT#3:0,[],[],,,
Everything on the menu is great. ,ADLT#3:1,['menu'],"[[18, 22]]",,,
This establishment is the real deal. ,ADLT#3:2,['establishment'],"[[5, 18]]",,,
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",ADLT#3:3,['food'],"[[59, 63]]",,,
"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?",TFS#5:0,,,,,
This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,TFS#5:1,,,,,
But $500 for a dinner for two that didn't include Wine?,TFS#5:2,['dinner for two'],"[[15, 29]]",,,
Are you freaking kidding me?,TFS#5:3,,,,,
"Look, the appetizers were really good.",TFS#5:4,['appetizers'],"[[10, 20]]",,,
The entree was also very good.,TFS#5:5,['entree'],"[[4, 10]]",,,
"Can't argue about that, but they are clearly over priced.",TFS#5:6,[],[],,,
What you are paying for is the environment and the name.,TFS#5:7,['environment'],"[[31, 42]]",,,
"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",TFS#5:8,['place'],"[[9, 14]]",,,
$500 included:,TFS#5:9,,,,,
Drinks: 2 glasses of Dom Perignon at $35 each.,TFS#5:10,,,,,
Starters: Kobe Beef Sashimi.,TFS#5:11,,,,,
Which of course is not real Kobe but Wagyu beef.,TFS#5:12,[],[],,,
Surprised that a place of this caliber would advertise it as Kobe.,TFS#5:13,[],[],,,
A beef Consomme.,TFS#5:14,,,,,
Entrees: Vanison steak and Bison Steak.,TFS#5:15,,,,,
Vanison was good but not amazing.,TFS#5:16,['Vanison'],"[[0, 7]]",,,
Bison was quite excellent however.,TFS#5:17,['Bison'],"[[0, 5]]",,,
Dessert: pure disaster.,TFS#5:18,['Dessert'],"[[0, 7]]",,,
Just not good at all.,TFS#5:19,[],[],,,
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,TFS#5:20,[],[],,,
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",TFS#5:21,['restaurant'],"[[31, 41]]",,,
I was wrong.,TFS#5:22,,,,,
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",TFS#5:23,['The Four Seasons'],"[[0, 16]]",,,
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",TFS#5:24,[],[],,,
"All in all, the food was great (except for the dessserts).",TFS#5:25,"['food', 'dessserts']","[[16, 20], [47, 56]]",,,
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,TFS#5:26,['environment'],"[[4, 15]]",,,
"If you are going for the food, it will not be worth it.",TFS#5:27,['food'],"[[25, 29]]",,,
"Yes, it is good, but I've had better for cheaper.",TFS#5:28,,,,,
"You would think they would make up for it with service, sadly, no.",TFS#5:29,['service'],"[[47, 54]]",,,
"Service was just ok, it is not what you'd expect for $500.",TFS#5:30,['Service'],"[[0, 7]]",,,
Terrible Waste of money.. scammers,CLF#3:0,[],[],,,
I agree that dining at Casa La Femme is like no other dining experience!,CLF#3:1,['Casa La Femme'],"[[23, 36]]",,,
BUT not in a good way.,CLF#3:2,,,,,
I am actually offended to have spent so much money on such a bad experience.,CLF#3:3,[],[],,,
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,CLF#3:4,['Casa La Femme'],"[[46, 59]]",,,
We went to celebrate two birthdays and wanted to do something special and different.,CLF#3:5,,,,,
"Our visit their to say the least, was an unpleasant and costly experience!",CLF#3:6,[],[],,,
And even more so unpleasant because it was so costly for such an unpleasant experience.,CLF#3:7,[],[],,,
We did arrive late for our reservation so I can not complain too much about the wait for a table.,CLF#3:8,['wait'],"[[80, 84]]",,,
Although we were told 10-15 minutes and it was more like 45 minutes.,CLF#3:9,[],[],,,
We were ushered to the bar to wait momentarily and upon arrival were so excited.,CLF#3:10,[],[],,,
The place is beautiful!,CLF#3:11,['place'],"[[4, 9]]",,,
The hostess was very pleasant.,CLF#3:12,['hostess'],"[[4, 11]]",,,
"However, our $14 drinks were were horrible!",CLF#3:13,['drinks'],"[[17, 23]]",,,
"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",CLF#3:14,[],[],,,
"Since we were already waiting so long, we felt we had no other choice but to accept it.",CLF#3:15,,,,,
Our experience did not ever get any better.,CLF#3:16,[],[],,,
For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,CLF#3:17,[],[],,,
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,CLF#3:18,['waiter'],"[[42, 48]]",,,
After the 4th time i asked again and the waiter than said after our dinner.,CLF#3:19,['waiter'],"[[41, 47]]",,,
We asked for beverages and never received them.,CLF#3:20,[],[],,,
We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,CLF#3:21,['waiter'],"[[29, 35]]",,,
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,CLF#3:22,['chicken'],"[[3, 10]]",,,
I would not expect this for a $55 dinner.,CLF#3:23,['dinner'],"[[34, 40]]",,,
By the time we finished our dinner we still had not received one beverage NOR hooka!,CLF#3:24,[],[],,,
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,CLF#3:25,[],[],,,
The only beverage we did receive was water in dirty glasses!,CLF#3:26,[],[],,,
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,CLF#3:27,[],[],,,
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",CLF#3:28,['food'],"[[211, 215]]",,,
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,CLF#3:29,['meal'],"[[101, 105]]",,,
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",CLF#3:30,['restaurant'],"[[20, 30]]",,,
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,CLF#3:31,[],[],,,
I wish I COULD be refunded!,CLF#3:32,[],[],,,
Don't go with a larger group than 4! ,BFC#9:0,[],[],,,
I went here for a family birthday dinner. ,BFC#9:1,,,,,
Five of us walked in at approximately 6:20 on a Thursday evening. ,BFC#9:2,,,,,
"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please."" ",BFC#9:3,,,,,
"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",BFC#9:4,[],[],,,
The menu is fairly simple without much descriptions. ,BFC#9:5,['menu'],"[[4, 8]]",,,
"There was no tap beer that evening, which was a disappointment. ",BFC#9:6,['beer'],"[[17, 21]]",,,
"Not much of a selection of bottled beer either, we went with Brahma. ",BFC#9:7,['selection of bottled beer'],"[[14, 39]]",,,
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,BFC#9:8,['fried oysters and clams'],"[[60, 83]]",,,
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",BFC#9:9,['lobster knuckles'],"[[4, 20]]",,,
"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",BFC#9:10,"['""salt encrusted shrimp"" appetizer']","[[37, 70]]",,,
After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member. ,BFC#9:11,,,,,
The waitress appeared and asked us if we wanted to go ahead and order. ,BFC#9:12,,,,,
We replied that we would like to wait 5 more minutes if that was okay. ,BFC#9:13,,,,,
"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",BFC#9:14,[],[],,,
"We called the other person who was very close by, and she told us to order for her, so we did. ",BFC#9:15,,,,,
The food arrived in about 15 minutes. ,BFC#9:16,[],[],,,
I had the Thai style Fried Sea Bass...which was very good. ,BFC#9:17,['Thai style Fried Sea Bass'],"[[10, 35]]",,,
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",BFC#9:18,"['food', 'grilled Mahi Mahi']","[[43, 47], [79, 96]]",,,
I heard the lobster roll was excellent. ,BFC#9:19,['lobster roll'],"[[12, 24]]",,,
"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",BFC#9:20,[],[],,,
"All in all the food was good - a little on the expensive side, but fresh. ",BFC#9:21,['food'],"[[15, 19]]",,,
"Service not the friendliest to our ""large party""! ",BFC#9:22,['Service'],"[[0, 7]]",,,
Probably would not go back here.,BFC#9:23,[],[],,,
Great Indian food,BG#5:0,['Indian food'],"[[6, 17]]",,,
"I lived on 50th st, and wanted Indian one day so decided to check this place out.",BG#5:1,,,,,
"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",BG#5:2,['Food'],"[[0, 4]]",,,
"Very ""normal Indian food"", but done really well.",BG#5:3,['Indian food'],"[[13, 24]]",,,
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",BG#5:4,"['chicken tikka masala', 'place', 'feel']","[[54, 74], [166, 171], [196, 200]]",,,
"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",BG#5:5,['waiters'],"[[6, 13]]",,,
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,BG#5:6,[],[],,,
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",BG#5:7,"['place', 'Indian food']","[[118, 123], [134, 145]]",,,
One of the BEST,BG#8:0,[],[],,,
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",BG#8:1,['Bukhara Grill'],"[[0, 13]]",,,
My GF and I dine at Bukhara often as she lives near it.,BG#8:2,,,,,
The lunch buffet is expensive but is deff worth it.,BG#8:3,['lunch buffet'],"[[4, 16]]",,,
We go often for lunch and the place is packed.,BG#8:4,,,,,
We have gone for dinner only a few times but the same great quality and service is given.,BG#8:5,"['dinner', 'service']","[[17, 23], [72, 79]]",,,
Bukhara is on my top 5 Indian places in NYC,BG#8:6,['Bukhara'],"[[0, 7]]",,,
Wretched and retching,DBG#2:0,[],[],,,
This will be only the third online review I have ever made about a restaurant in my life.,DBG#2:1,,,,,
They have all been tonight and they have all been about the same restaurant.,DBG#2:2,,,,,
I have never been so disgusted by both food an service.,DBG#2:3,"['food', 'service']","[[39, 43], [47, 54]]",,,
For starters they delivered us someone else's order.,DBG#2:4,[],[],,,
"Fine, I wont hang you for that.",DBG#2:5,,,,,
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",DBG#2:6,"['Korean fair', 'kimchee']","[[87, 98], [187, 194]]",,,
"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",DBG#2:7,,,,,
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",DBG#2:8,['food'],"[[38, 42]]",,,
None was made so i hung up.,DBG#2:9,[],[],,,
Less than three minutes passed before I found myself doubled over the toilet.,DBG#2:10,[],[],,,
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",DBG#2:11,['meal'],"[[140, 144]]",,,
"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!",DBG#2:12,,,,,
We know the difference between and oyster and bad fish.,DBG#2:13,,,,,
"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",DBG#2:14,['restaurant'],"[[21, 31]]",,,
Eat at your own risk.,DBG#2:15,[],[],,,
Gorgeous place ideal for a romantic dinner,CLF#7:0,['place'],"[[9, 14]]",,,
I took my boyfriend for a dinner on saturday night.,CLF#7:1,,,,,
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,CLF#7:2,"['white organza tent', 'four course prix fix menu']","[[18, 36], [54, 79]]",,,
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,CLF#7:3,"['service', 'waiter']","[[4, 11], [35, 41]]",,,
I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,CLF#7:4,['Casa La Femme'],"[[23, 36]]",,,
More Williamsburg Garbage,DBG#7:0,[],[],,,
My wife and I visited Dokebi tonight.,DBG#7:1,,,,,
We ordered dosut bibimbap and nakgi-bokum.,DBG#7:2,,,,,
The dishes came out around 5 minutes apart.,DBG#7:3,[],[],,,
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",DBG#7:4,"['bibimbap', 'stone bowl']","[[4, 12], [34, 44]]",,,
Too bad I had paid an extra $2 for the stone bowl.,DBG#7:5,['stone bowl'],"[[39, 49]]",,,
The nakgi-bokum was horrible.,DBG#7:6,['nakgi-bokum'],"[[4, 15]]",,,
Easily the worst stir-fried squid I've ever tasted.,DBG#7:7,['stir-fried squid'],"[[17, 33]]",,,
The sauce tasted more like Chinese fast food than decent Korean.,DBG#7:8,['sauce'],"[[4, 9]]",,,
"The side dishes were passable, and I did get a refill upon request.",DBG#7:9,['side dishes'],"[[4, 15]]",,,
The real problem I had with this place was the complete lack of service.,DBG#7:10,['service'],"[[64, 71]]",,,
I mentioned the squid dish wasn't very good when the waitress visited.,DBG#7:11,,,,,
She just nodded and walked off.,DBG#7:12,[],[],,,
"There were no communications issues either, as she spoke perfect English.",DBG#7:13,,,,,
"As to my comment about the food, no apology or acknowledgment was made.",DBG#7:14,[],[],,,
My wife had barely touched that mess of a dish.,DBG#7:15,['dish'],"[[42, 46]]",,,
We were charged full price.,DBG#7:16,[],[],,,
"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.",DBG#7:17,,,,,
"Authentic Korean food lovers should visit 32nd Street, of course.",DBG#7:18,,,,,
Lives up to the hype,ADLT#9:0,[],[],,,
We've lived around the corner from this place for over a year and finally had dinner there.,ADLT#9:1,,,,,
We've tried before but it always packed and doesn't take reservations.,ADLT#9:2,[],[],,,
It was well worth the wait.,ADLT#9:3,[],[],,,
The wife had the risotto which was amazing.,ADLT#9:4,['risotto'],"[[17, 24]]",,,
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",ADLT#9:5,[],[],,,
The farro salad and the mashed yukon potatoes were also extremely tasty.,ADLT#9:6,"['farro salad', 'mashed yukon potatoes']","[[4, 15], [24, 45]]",,,
i love margherita pizza – i looove east village pizza,EVPK#4:0,"['margherita pizza', 'east village pizza']","[[7, 23], [35, 53]]",,,
"Love this place, every time we are in the city this is one of the places we always go.",EVPK#4:1,['place'],"[[10, 15]]",,,
A quintessential slice of NYC pizza.,EVPK#4:2,['slice of NYC pizza'],"[[17, 35]]",,,
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",EVPK#4:3,"['crust', 'sauce', 'cheese']","[[4, 9], [48, 53], [108, 114]]",,,
"Personally I like the margherita pizza better, but they are all good.",EVPK#4:4,['margherita pizza'],"[[22, 38]]",,,
